id,location_id,name,category,avg_rating,review_count,entry_fee,opening_hours,created_at,updated_at,latitude,longitude,description,best_season,avg_visit_time,transport,nearby_hotels,nearby_restaurants
plc-thoppur-temple,loc-dpi,Thoppur Sanjeevirayan Anjaneyar Temple,Religious,4.7,1750,0.00,06:00 - 20:30,2026-09-04 00:00:00,2026-09-04 00:00:00,12.05,78.06,"Thoppur Sanjeevirayan Anjaneyar Temple is a notable religious attraction located in Dharmapuri, popular among visitors exploring the region.",Oct-Mar,1-2 hours,Accessible by local bus/auto/taxi from the nearest town centre,Budget to mid-range hotels and lodges available nearby,Local vegetarian and South Indian eateries nearby
plc-adhiyamankottai,loc-dpi,Adhiyamankottai Fort Ruins & Temple,Historical,4.3,590,0.00,06:30 - 18:00,2026-09-04 00:00:00,2026-09-04 00:00:00,12.1277,78.158,"Adhiyamankottai Fort Ruins & Temple is a notable historical attraction located in Dharmapuri, popular among visitors exploring the region.",Oct-Mar,1-2 hours,Accessible by local bus/auto/taxi,Heritage and budget hotels available in the vicinity,Local and multi-cuisine restaurants nearby
plc-hanumanthathirtham,loc-dpi,Hanumanthathirtham Sacred Spring Riverbank,Religious,4.4,720,0.00,06:00 - 18:00,2026-09-04 00:00:00,2026-09-04 00:00:00,12.1,77.78,"Hanumanthathirtham Sacred Spring Riverbank is a notable religious attraction located in Dharmapuri, popular among visitors exploring the region.",Oct-Mar,1-2 hours,Accessible by local bus/auto/taxi from the nearest town centre,Budget to mid-range hotels and lodges available nearby,Local vegetarian and South Indian eateries nearby
plc-bhavani-sangam,loc-erd,Bhavani Sangameshwarar Temple (Triveni Sangam),Religious,4.8,4200,0.00,"06:00 - 13:00, 16:00 - 21:00",2026-09-04 00:00:00,2026-09-04 00:00:00,11.4455,77.6826,"Bhavani Sangameshwarar Temple (Triveni Sangam) is a notable religious attraction located in Erode, popular among visitors exploring the region.",Oct-Mar,1-2 hours,Accessible by local bus/auto/taxi from the nearest town centre,Budget to mid-range hotels and lodges available nearby,Local vegetarian and South Indian eateries nearby
plc-kodiveri-dam,loc-erd,Kodiveri Dam & Waterfall Cascades,Nature,4.3,3100,10.00,08:00 - 18:00,2026-09-04 00:00:00,2026-09-04 00:00:00,11.5597,77.5428,"Kodiveri Dam & Waterfall Cascades is a notable nature attraction located in Erode, popular among visitors exploring the region.",Oct-Feb,2-4 hours,Accessible by taxi/private vehicle; some stretches need trekking,Resorts and homestays available nearby,Local eateries and resort restaurants nearby
plc-thindal-murugan,loc-erd,Thindalmalai Murugan Temple,Religious,4.8,2850,0.00,"06:00 - 12:30, 16:00 - 20:30",2026-09-04 00:00:00,2026-09-04 00:00:00,11.3494,77.7033,"Thindalmalai Murugan Temple is a notable religious attraction located in Erode, popular among visitors exploring the region.",Oct-Mar,1-2 hours,Accessible by local bus/auto/taxi from the nearest town centre,Budget to mid-range hotels and lodges available nearby,Local vegetarian and South Indian eateries nearby
plc-chennimalai,loc-erd,Chennimalai Subramanyaswamy Hill Temple,Religious,4.8,2450,0.00,"06:00 - 13:00, 16:00 - 20:30",2026-09-04 00:00:00,2026-09-04 00:00:00,11.17,77.61,"Chennimalai Subramanyaswamy Hill Temple is a notable religious attraction located in Erode, popular among visitors exploring the region.",Oct-Mar,1-2 hours,Accessible by local bus/auto/taxi from the nearest town centre,Budget to mid-range hotels and lodges available nearby,Local vegetarian and South Indian eateries nearby
plc-vellode-birds,loc-erd,Vellode Bird Sanctuary,Nature,4.3,1650,20.00,08:30 - 17:00 (Closed Tuesdays),2026-09-04 00:00:00,2026-09-04 00:00:00,11.34,77.75,"Vellode Bird Sanctuary is a notable nature attraction located in Erode, popular among visitors exploring the region.",Oct-Feb,2-4 hours,Accessible by taxi/private vehicle; some stretches need trekking,Resorts and homestays available nearby,Local eateries and resort restaurants nearby
plc-bhavanisagar-dam,loc-erd,Bhavanisagar Dam & Park,Nature,4.4,2750,10.00,09:00 - 18:00,2026-09-04 00:00:00,2026-09-04 00:00:00,11.45,77.1,"Bhavanisagar Dam & Park is a notable nature attraction located in Erode, popular among visitors exploring the region.",Oct-Feb,2-4 hours,Accessible by taxi/private vehicle; some stretches need trekking,Resorts and homestays available nearby,Local eateries and resort restaurants nearby
plc-museum-erode,loc-erd,Government Museum Erode,Museum,4.2,580,10.00,09:30 - 17:00 (Closed Fridays),2026-09-04 00:00:00,2026-09-04 00:00:00,11.341,77.7172,"Government Museum Erode is a notable museum attraction located in Erode, popular among visitors exploring the region.",Year-round (indoor),1-2 hours,Accessible by city bus/auto/taxi,Budget to mid-range city hotels nearby,Multi-cuisine restaurants and cafes nearby
plc-periyar-memorial,loc-erd,Thanthai Periyar Memorial House,Historical,4.5,890,0.00,09:00 - 17:30,2026-09-04 00:00:00,2026-09-04 00:00:00,11.3472,77.7264,"Thanthai Periyar Memorial House is a notable historical attraction located in Erode, popular among visitors exploring the region.",Oct-Mar,1-2 hours,Accessible by local bus/auto/taxi,Heritage and budget hotels available in the vicinity,Local and multi-cuisine restaurants nearby
plc-brough-church,loc-erd,Brough Church CSI Erode,Historical,4.6,720,0.00,07:00 - 19:30,2026-09-04 00:00:00,2026-09-04 00:00:00,11.345,77.72,"Brough Church CSI Erode is a notable historical attraction located in Erode, popular among visitors exploring the region.",Oct-Mar,1-2 hours,Accessible by local bus/auto/taxi,Heritage and budget hotels available in the vicinity,Local and multi-cuisine restaurants nearby
plc-kodumudi,loc-erd,Magudeeswarar Temple Kodumudi,Religious,4.8,2250,0.00,"06:00 - 12:30, 16:00 - 20:30",2026-09-04 00:00:00,2026-09-04 00:00:00,11.07,77.88,"Magudeeswarar Temple Kodumudi is a notable religious attraction located in Erode, popular among visitors exploring the region.",Oct-Mar,1-2 hours,Accessible by local bus/auto/taxi from the nearest town centre,Budget to mid-range hotels and lodges available nearby,Local vegetarian and South Indian eateries nearby
